CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Sum,Segment,avg_basket_size,avg_basket_value,avg_item_price,unique_products,product_diversity,days_active,avg_inter_purchase_days,std_inter_purchase_days,is_bulk_buyer,max_quantity_single_txn,preferred_hour,hour_concentration,weekend_ratio,is_weekend_shopper,preferred_day,preferred_quarter,quarter_concentration,active_months,customer_lifetime_days,purchase_velocity,total_revenue,aov,aov_std,aov_max,aov_min,avg_price,max_price,price_range,spending_cv,clv,revenue_growth,return_rate,return_value,days_since_last,tenure_days,activity_rate,engagement_consistency,days_overdue,churn_risk_score,loyalty_index,is_at_risk,purchase_frequency,Behavioral_Cluster
12346.0,326,12,77556.46,2,5,5,255,12,Can't Lose Them,6190.416666666667,6463.038333333334,6.1000000000000005,27,2.25,8,57.142857142857146,70.3794380918351,1,74215,13,0.7647058823529411,0.0,0,0,2,0.5588235294117647,5,400,0.8999999999999999,77556.46,6463.038333333334,22271.22948104484,77183.6,1.0,6.1000000000000005,7.49,6.49,3.4459380143515834,77556.46,56826.80882352941,0.0,0,326,726,0.4958677685950413,0.375,268,80.90753424657535,19.092465753424648,1,12,2
12347.0,2,8,5633.32,5,4,5,545,14,Loyal Customers,410.75,704.1650000000001,2.546086956521739,126,15.75,8,57.42857142857143,17.638084953200746,1,676,14,0.5177865612648221,0.1581027667984189,0,1,4,0.6324110671936759,8,402,0.5970149253731343,5633.320000000001,704.165,427.4210783290876,1423.58,224.82,2.546086956521739,12.75,12.5,0.6069899502660422,5633.320000000001,-20.979741002621747,0.0,0,2,404,0.594059405940594,0.5970149253731343,-55,4.303823349008384,95.69617665099162,0,8,2
12348.0,75,5,2019.4,3,4,4,344,11,Lost,542.8,403.88,3.786274509803922,25,5.0,5,90.75,49.71606883091221,1,1254,14,0.392156862745098,0.0588235294117647,0,0,3,0.4509803921568627,5,362,0.4143646408839779,2019.4,403.88,279.89711824168535,892.8,222.16,3.786274509803922,40.0,39.71,0.693020496785395,2019.4,-45.92092989883045,0.0,0,75,438,0.3424657534246575,0.4143646408839779,-15,16.130326193899947,83.86967380610005,0,5,2
12349.0,19,4,4428.6900000000005,5,3,5,535,13,Lost,406.0,1107.1725,8.459657142857143,138,34.5,4,190.33333333333331,152.28336160665162,1,631,9,0.4228571428571429,0.0,0,3,4,0.7314285714285714,4,570,0.2105263157894737,4428.6900000000005,1107.1725,667.0172607149433,1757.55,200.0,8.459657142857143,300.0,299.58,0.6024510730847662,4428.6900000000005,149.12259956484718,0.0,0,19,589,0.2037351443123939,0.2105263157894736,-172,10.497476568132662,89.50252343186733,0,4,2
12350.0,310,1,334.40000000000003,2,1,2,212,5,Hibernating,197.0,334.40000000000003,3.841176470588235,17,17.0,1,0.0,0.0,1,197,16,1.0,0.0,0,2,1,1.0,1,0,0.0,334.40000000000003,334.4,0.0,334.4,334.4,3.841176470588235,40.0,39.15,0.0,334.40000000000003,0.0,0.0,0,310,310,0.0967741935483871,1.0,0,42.465753424657535,57.53424657534247,0,1,1
12351.0,375,1,300.93,2,1,2,212,5,Hibernating,261.0,300.93,2.355238095238096,21,21.0,1,0.0,0.0,1,261,15,1.0,0.0,0,0,4,1.0,1,0,0.0,300.93,300.93,0.0,300.93,300.93,2.355238095238096,12.75,12.33,0.0,300.93,0.0,0.0,0,375,375,0.08,1.0,0,50.0,50.0,0,1,1
12352.0,36,10,2849.84,4,5,4,454,13,Loyal Customers,72.4,284.98400000000004,13.676796116504857,70,7.0,9,44.5,56.59284407060667,1,127,14,0.5048543689320388,0.0,0,1,1,0.3689320388349514,5,356,0.8426966292134831,2849.84,284.98400000000004,212.3328782412705,840.3,120.33,13.676796116504857,376.5,375.85,0.7450694714133793,2849.84,-24.6198344564448,0.0,0,36,393,0.7633587786259541,0.4213483146067415,-8,10.718023703247653,89.28197629675235,0,10,2
12353.0,204,2,406.76,2,2,2,222,6,About To Sleep,106.0,203.38,2.6283333333333334,23,11.5,2,204.0,0.0,1,192,12,0.8333333333333334,0.0,0,2,4,0.8333333333333334,2,204,0.2941176470588235,406.76,203.38,161.7577472642346,317.76,89.0,2.6283333333333334,9.95,9.53,0.7953473658385024,406.76,0.0,0.0,0,204,409,0.1466992665036675,0.2941176470588235,0,35.004029008863824,64.99597099113618,0,2,2
12354.0,232,1,1079.4,2,1,3,213,6,Lost,530.0,1079.4,4.5037931034482765,58,58.0,1,0.0,0.0,1,530,13,1.0,0.0,0,3,2,1.0,1,0,0.0,1079.4,1079.4,0.0,1079.4,1079.4,4.5037931034482765,16.95,16.529999999999998,0.0,1079.4,0.0,0.0,0,232,232,0.1293103448275862,1.0,0,31.780821917808225,68.21917808219177,0,1,1
12355.0,214,2,947.61,2,2,3,223,7,About To Sleep,271.5,473.805,3.069428571428572,35,17.5,2,353.0,0.0,1,303,11,0.6285714285714286,0.0,0,4,2,1.0,2,353,0.1699716713881019,947.61,473.805,20.37174636598448,488.21,459.4,3.069428571428572,12.75,12.33,0.0429960561116587,947.61,0.0,0.0,0,214,568,0.1056338028169014,0.1699716713881019,-139,37.61535177926967,62.384648220730334,0,2,1
12356.0,23,6,6373.68,4,4,5,445,13,Loyal Customers,569.5,1062.28,3.1486013986013988,104,17.333333333333332,6,80.4,74.78395549848912,1,1216,9,0.5104895104895105,0.0,0,0,4,0.6013986013986014,5,401,0.4488778054862842,6373.68,1062.28,987.435967118881,2301.96,58.35,3.1486013986013988,28.0,27.64,0.9295439687454164,6373.68,-21.07712821952417,0.0,0,23,425,0.4235294117647059,0.3740648379052368,-58,9.41003655245448,90.58996344754551,0,6,2
12357.0,33,3,18287.66,4,3,5,435,12,Lost,2195.6666666666665,6095.886666666666,6.196993243243244,261,87.0,2,355.0,0.0,1,3878,10,0.5540540540540541,0.4425675675675675,0,1,4,1.0,2,355,0.2535211267605634,18287.66,6095.886666666666,5190.89777738238,11229.99,850.0,6.196993243243244,850.0,849.61,0.8515410573111672,18287.66,0.0,0.0,0,33,389,0.2313624678663239,0.1690140845070422,-322,12.83040710013506,87.16959289986494,0,3,2
12358.0,2,5,3887.07,5,4,5,545,14,Loyal Customers,215.8,777.4140000000001,5.368051948051947,56,11.2,5,182.5,27.326726843879417,1,309,10,0.5454545454545454,0.0,0,0,4,0.6103896103896104,5,730,0.2054794520547945,3887.0700000000006,777.414,457.95322575564416,1429.83,268.1,5.368051948051947,40.0,39.61,0.589072522176915,3887.0700000000006,-14.04671178042284,0.0,0,2,732,0.2049180327868852,0.2054794520547945,-181,8.219178082191782,91.78082191780824,0,5,2
12359.0,58,10,8935.94,4,5,5,455,14,Loyal Customers,275.2,893.5940000000003,7.374109589041097,305,30.5,10,75.22222222222223,43.35583461382941,1,657,12,0.4602739726027397,0.1726027397260274,0,3,4,0.4657534246575342,8,676,0.4437869822485207,8935.940000000002,893.594,854.0909167868358,2876.85,78.2,7.374109589041097,145.0,144.71,0.955793029929516,8935.940000000002,244.12558460857937,0.0,0,58,734,0.4087193460490463,0.3550295857988165,-18,14.394909621463889,85.60509037853612,0,10,2
12360.0,52,8,4252.89,4,4,5,445,13,Loyal Customers,307.375,531.61125,3.207972350230415,160,20.0,8,86.14285714285714,60.468240947337854,1,655,9,0.4101382488479262,0.0,0,1,4,0.4470046082949309,7,603,0.3980099502487562,4252.89,531.6112499999999,411.0423703372926,1083.58,40.0,3.207972350230415,40.0,39.88,0.7732010380466792,4252.89,89.14898390704569,0.0,0,52,656,0.3658536585365853,0.3482587064676616,-34,13.640700606556262,86.35929939344373,0,8,2
12361.0,287,4,511.25,2,3,2,232,7,About To Sleep,58.75,127.8125,3.870689655172414,18,4.5,4,131.66666666666666,31.16978594016256,0,91,15,0.4137931034482758,0.2068965517241379,0,4,1,0.5862068965517241,4,394,0.3045685279187817,511.25,127.8125,41.9202889422294,189.9,98.15,3.870689655172414,15.0,13.35,0.3279827007704989,511.25,46.56378104653966,0.0,0,287,682,0.1759530791788856,0.3045685279187817,156,72.26938321396285,27.730616786037142,1,4,1
12362.0,3,11,5356.2300000000005,5,5,5,555,15,Champions,202.72727272727272,486.93,4.413071161048689,201,18.272727272727277,11,73.5,125.31021506645018,1,340,15,0.2247191011235955,0.0,0,3,4,0.4569288389513108,9,735,0.4489795918367347,5356.23,486.93,197.0517970483903,829.99,130.0,4.413071161048689,130.0,129.88,0.4046819810822712,5356.23,54.4233449632017,0.0,0,3,739,0.4465493910690122,0.3673469387755102,-70,6.737489516354487,93.26251048364551,0,11,2
12363.0,110,2,552.0,3,2,2,322,7,Potential Loyalists,204.0,276.0,2.311739130434783,23,11.5,2,133.0,0.0,1,282,13,0.6956521739130435,0.0,0,0,2,0.6956521739130435,2,132,0.4545454545454546,552.0,276.0,32.66833329081851,299.1,252.9,2.311739130434783,7.95,7.4,0.118363526416009,552.0,0.0,0.0,0,110,242,0.2479338842975206,0.4545454545454545,-23,20.523038605230383,79.47696139476962,0,2,2
