CustomerID,Recency,Frequency,Monetary,RFM_Score
12362.0,3,11,5356.2300000000005,555
12395.0,19,15,5067.27,555
12417.0,3,20,6816.91,555
12433.0,1,10,20581.260000000002,555
12437.0,2,39,12683.4,555
12471.0,2,79,39963.79,555
12474.0,17,31,12424.45,555
12476.0,16,23,14115.41,555
12483.0,17,19,5120.58,555
12490.0,5,21,9823.64,555
12523.0,19,23,4372.15,555
12524.0,9,17,11126.11,555
12553.0,8,12,4608.75,555
12562.0,8,9,4966.92,555
12569.0,2,32,4124.6900000000005,555
12583.0,3,27,14447.44,555
12598.0,10,11,4534.09,555
12619.0,16,10,3781.38,555
12621.0,2,35,24775.81,555
12662.0,1,20,6988.02,555
12664.0,8,11,6070.04,555
12668.0,12,10,11444.68,555
12681.0,15,45,30868.28,555
12682.0,4,52,24033.91,555
12683.0,4,21,12696.78,555
12705.0,15,14,11762.1,555
12709.0,15,34,31093.34,555
12714.0,9,12,14093.710000000001,555
12720.0,3,30,8260.67,555
12727.0,11,10,5679.53,555
12747.0,2,26,9276.54,555
12748.0,1,336,56599.39,555
12749.0,4,9,6897.36,555
12757.0,16,13,7857.1,555
12766.0,4,9,10068.28,555
12782.0,5,11,4618.24,555
12839.0,3,26,10071.73,555
12841.0,5,40,7540.68,555
12901.0,9,28,17654.54,555
12913.0,5,13,6700.86,555
12921.0,9,74,35921.04,555
12935.0,2,15,4243.86,555
12937.0,15,9,3097.61,555
12951.0,9,15,3213.7200000000003,555
12955.0,1,11,4757.16,555
12957.0,10,13,8706.97,555
12963.0,8,12,3601.59,555
12971.0,4,116,15972.79,555
12989.0,3,33,13551.75,555
13001.0,4,33,24172.100000000002,555
13004.0,12,36,11650.85,555
13012.0,9,11,2972.83,555
13013.0,1,29,12625.77,555
13014.0,11,11,5381.08,555
13018.0,16,35,9763.16,555
13021.0,4,17,4887.24,555
13048.0,14,9,4084.21,555
13050.0,15,35,12344.53,555
13069.0,1,38,9683.13,555
13077.0,1,11,3064.67,555
13078.0,3,57,29532.45,555
13081.0,12,28,59205.15,555
13089.0,3,203,116737.86,555
13090.0,9,24,14103.09,555
13098.0,1,28,28882.44,555
13102.0,1,37,11696.92,555
